,FlrOnset,Flrmaxtime,Flrendtime,FlrPeakFlux,Flareq,xrsclass,optclass,optlocation,region,radiopatrol,TypeII,TypeIIDur,TypeIV,TypeIVDur,cmepatrol,cmeonset,cmespeed,satid,FlrHpTime,FlrIntFlux,FlrIntFlux2,IntFluxQ,tmewe,emmewe,tchianti,emchianti,Association,S1,S2,S3,S4,S5,GT100,Width,sep,1MHz_fluence,1MHz_close_freq,typeIII_int,FlarePersistence
32,1987-08-22T16:35:00.000,1987-08-22T16:48:00.000,1987-08-22T17:43:00.000,1.38e-05,0.0,M1.4,SN,N13E70,4845,,0,-1.0,0,-1.0,No,,,G7,1987-08-22T16:57:00.000,0.011,0.0107,,14.6,49.1,14.9,49.3,None,,,,,,,,0,,,,1.4e-05
33,1987-08-23T22:41:00.000,1987-08-23T23:10:00.000,1987-08-24T00:42:00.000,1.22e-05,0.0,M1.2,1B,N14E49,0,Yes,0,-1.0,0,-1.0,No,,,G7,1987-08-23T23:28:00.000,0.0198,0.0187,,11.8,49.2,12.7,48.8,None,,,,,,,,0,,,,1.3000000000000001e-05
35,1987-09-01T15:28:00.000,1987-09-01T15:49:00.000,1987-09-01T18:04:00.000,6.12e-06,0.0,C6.1,1F,S25E57,4848,,0,-1.0,0,-1.0,No,,,G7,1987-09-01T16:12:00.000,0.00997,0.00927,,10.4,49.0,11.6,49.7,None,,,,,,,,0,,,,6.5999999999999995e-06
36,1987-10-30T20:53:00.000,1987-10-30T22:17:00.000,1987-10-31T02:54:00.000,3.25e-06,0.0,C3.3,SF,N30W04,4875,Yes,0,-1.0,0,-1.0,No,,,G7,1987-10-30T23:59:00.000,0.0229,0.0181,,8.55,49.0,9.97,48.4,None,,,,,,,,0,,,,6.1e-07
37,1987-11-04T17:04:00.000,1987-11-04T17:19:00.000,1987-11-04T17:49:00.000,1.33e-05,0.0,M1.3,SF,N28W69,4875,Yes,1,2.0,0,-1.0,No,,,G7,1987-11-04T17:27:00.000,0.00902,0.00828,,15.8,49.0,15.8,48.7,None,,,,,,,,0,,,,1e-06
38,1987-11-04T23:19:00.000,1987-11-04T23:30:00.000,1987-11-05T00:05:00.000,1.58e-05,0.0,M1.6,SF,N27W62,4875,Yes,1,8.0,0,-1.0,No,,,G7,1987-11-04T23:39:00.000,0.0109,0.0104,,16.6,49.0,16.4,48.8,None,,,,,,,,0,,,,1.3000000000000001e-05
39,1987-11-05T04:52:00.000,1987-11-05T05:02:00.000,1987-11-05T05:31:00.000,3.22e-05,0.0,M3.2,2B,N28W81,0,Yes,1,29.0,0,-1.0,No,,,G7,1987-11-05T05:09:00.000,0.0174,0.017,,18.5,49.4,17.8,49.1,None,,,,,,,,0,,,,1.5000000000000002e-05
40,1987-11-05T23:24:00.000,1987-11-05T23:40:00.000,1987-11-06T00:06:00.000,2.17e-05,0.0,M2.2,SF,N29W75,4875,Yes,1,21.0,0,-1.0,No,,,G7,1987-11-05T23:46:00.000,0.0116,0.0113,,17.4,49.3,17.0,49.0,None,,,,,,,,0,,,,3.1e-05
41,1987-11-06T19:46:00.000,1987-11-06T20:17:00.000,1987-11-06T23:17:00.000,3.99e-06,0.0,C4.0,2N,S27E61,4886,Yes,1,11.0,0,-1.0,No,,,G7,1987-11-06T21:00:00.000,0.0111,0.01,,8.19,49.0,9.62,48.5,None,,,,,,,,0,,,,2.1000000000000002e-05
42,1987-11-07T19:20:00.000,1987-11-07T20:13:00.000,1987-11-07T23:56:00.000,1.13e-05,0.0,M1.1,1N,N31W90,4875,Yes,1,55.0,1,19.0,No,,,G7,1987-11-07T21:08:00.000,0.0408,0.0386,,11.3,49.3,12.3,48.8,ProtonFlare,1987-11-07T22:20:00.000,,,,,,,1,,,,4.2999999999999995e-06
43,1987-11-20T04:09:00.000,1987-11-20T04:23:00.000,1987-11-20T06:13:00.000,1.28e-05,0.0,M1.3,1N,S21E35,4891,Yes,1,8.0,1,28.0,No,,,G7,1987-11-20T04:47:00.000,0.0198,0.0191,,12.8,49.1,13.5,48.8,None,,,,,,,,0,,,,1.1000000000000001e-05
44,1987-11-20T23:27:00.000,1987-11-20T23:43:00.000,1987-11-21T01:44:00.000,1.33e-05,0.0,M1.3,1N,S22E26,4891,Yes,1,8.0,1,2.0,No,,,G7,1987-11-21T00:14:00.000,0.023,0.0211,,13.8,49.1,14.3,48.8,None,,,,,,,,0,,,,1.3000000000000001e-05
45,1987-11-21T17:53:00.000,1987-11-21T18:07:00.000,1987-11-21T19:24:00.000,3.53e-05,0.0,M3.5,2B,S23E16,4891,Yes,1,9.0,1,13.0,No,,,G7,1987-11-21T18:18:00.000,0.028,0.0272,,15.2,49.5,15.3,49.2,None,,,,,,,,0,,,,1.3000000000000001e-05
49,1987-12-26T17:39:00.000,1987-12-26T18:01:00.000,1987-12-26T18:46:00.000,1.85e-05,0.0,M1.8,SF,S33E66,4912,,0,-1.0,0,-1.0,No,,,G7,1987-12-26T18:12:00.000,0.014,0.0123,,15.3,49.2,15.5,48.9,None,,,,,,,,0,,,,4.599999999999999e-06
50,1987-12-26T19:37:00.000,1987-12-26T20:32:00.000,1987-12-27T00:21:00.000,1.07e-05,0.0,M1.1,1N,S34E62,4912,,0,-1.0,0,-1.0,No,,,G7,1987-12-26T21:25:00.000,0.0428,0.039,,14.0,49.1,14.4,48.7,None,,,,,,,,0,,,,1.8e-05
52,1987-12-27T21:23:00.000,1987-12-27T21:38:00.000,1987-12-27T22:37:00.000,4.19e-06,0.0,C4.2,SF,S33E55,4912,Yes,0,-1.0,0,-1.0,No,,,G7,1987-12-27T22:10:00.000,0.00898,0.0073,,12.2,48.9,13.0,48.4,None,,,,,,,,0,,,,9.1e-06
53,1988-01-02T20:24:00.000,1988-01-02T21:44:00.000,1988-01-03T10:22:00.000,0.000139,0.0,X1.4,3B,S34W18,4912,Yes,1,65.0,1,712.0,No,,,G7,1988-01-02T22:10:00.000,0.25,0.246,,20.1,50.0,19.0,49.7,ProtonFlare,1988-01-02T22:25:00.000,,,,,,,1,,,,0.0
54,1988-01-09T23:14:00.000,1988-01-10T00:05:00.000,1988-01-10T02:00:00.000,3.73e-06,0.0,C3.7,1F,N32E16,4919,,0,-1.0,0,-1.0,No,,,G7,1988-01-10T00:44:00.000,0.0128,0.0112,,8.62,48.9,10.0,48.4,None,,,,,,,,0,,,,6.7e-06
55,1988-01-13T11:45:00.000,1988-01-13T12:05:00.000,1988-01-13T13:34:00.000,7.76e-06,0.0,C7.8,2B,S19E80,4927,Yes,0,-1.0,0,-1.0,No,,,G7,1988-01-13T12:23:00.000,0.0136,0.0124,,14.0,49.1,14.5,48.6,None,,,,,,,,0,,,,2.8999999999999998e-06
56,1988-01-26T10:55:00.000,1988-01-26T11:17:00.000,1988-01-26T12:24:00.000,5.93e-06,0.0,C5.9,SB,S19W88,0,Yes,0,-1.0,0,-1.0,No,,,G7,1988-01-26T11:30:00.000,0.00801,0.00744,,10.3,49.0,11.5,48.5,None,,,,,,,,0,,,,7.599999999999999e-07
57,1988-02-20T03:59:00.000,1988-02-20T04:19:00.000,1988-02-20T07:06:00.000,1.18e-05,0.0,M1.2,1N,S08W68,4951,Yes,1,10.0,0,-1.0,No,,,G7,1988-02-20T04:38:00.000,0.0158,0.0151,,12.0,49.2,12.9,48.8,None,,,,,,,,0,,,,5.5e-07
58,1988-03-12T01:00:00.000,1988-03-12T01:42:00.000,1988-03-12T03:04:00.000,7.35e-06,0.0,C7.3,SF,S24E84,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-12T02:05:00.000,0.0137,0.00991,,11.0,49.0,12.1,48.5,None,,,,,,,,0,,,,3.3999999999999996e-06
59,1988-03-14T07:34:00.000,1988-03-14T08:21:00.000,1988-03-14T10:04:00.000,8.71e-06,0.0,C8.7,1N,S21E48,4967,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-14T08:28:00.000,0.00971,0.00621,,10.6,49.1,11.8,48.6,None,,,,,,,,0,,,,2.8e-06
60,1988-03-14T22:55:00.000,1988-03-14T23:21:00.000,1988-03-15T00:28:00.000,6.64e-06,0.0,C6.6,1F,S23E51,0,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-14T23:49:00.000,0.0155,0.0118,,12.8,49.1,13.5,48.6,None,,,,,,,,0,,,,8.7e-06
61,1988-03-15T09:16:00.000,1988-03-15T09:27:00.000,1988-03-15T09:43:00.000,3.38e-05,0.0,M3.4,SN,S23E46,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-15T09:31:00.000,0.0123,0.0107,,18.5,49.3,17.8,49.1,None,,,,,,,,0,,,,2.5e-05
62,1988-03-15T11:41:00.000,1988-03-15T11:53:00.000,1988-03-15T13:11:00.000,5.94e-05,0.0,M5.9,1B,S23E47,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-15T11:58:00.000,0.0256,0.0234,,20.0,49.5,18.9,49.3,None,,,,,,,,0,,,,3.3e-05
63,1988-03-15T16:09:00.000,1988-03-15T16:18:00.000,1988-03-15T17:04:00.000,6.59e-05,0.0,M6.6,1B,S27E37,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-15T16:21:00.000,0.014,0.013,,18.9,49.6,18.1,49.3,None,,,,,,,,0,,,,6.500000000000001e-05
64,1988-03-15T20:34:00.000,1988-03-15T20:43:00.000,1988-03-15T21:50:00.000,4.45e-05,0.0,M4.4,1B,S22E34,4964,,0,-1.0,0,-1.0,No,,,G7,1988-03-15T20:46:00.000,0.00919,0.00872,,17.2,49.4,16.8,49.2,None,,,,,,,,0,,,,6.500000000000001e-05
65,1988-03-15T22:15:00.000,1988-03-15T22:22:00.000,1988-03-16T00:22:00.000,3.77e-05,0.0,M3.8,1B,S24E34,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-15T22:31:00.000,0.0214,0.0206,,16.2,49.4,16.1,49.1,None,,,,,,,,0,,,,6.500000000000001e-05
66,1988-03-16T02:42:00.000,1988-03-16T02:55:00.000,1988-03-16T04:09:00.000,1.47e-05,0.0,M1.5,1N,S26E34,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-16T03:02:00.000,0.00834,0.00722,,15.6,49.0,15.7,48.8,None,,,,,,,,0,,,,6.500000000000001e-05
67,1988-03-16T05:46:00.000,1988-03-16T05:58:00.000,1988-03-16T07:24:00.000,2.47e-05,0.0,M2.5,SN,S22E29,4964,Yes,0,-1.0,0,-1.0,No,,,G6,1988-03-16T06:05:00.000,0.013,0.0113,,15.1,49.3,15.3,49.0,None,,,,,,,,0,,,,6.500000000000001e-05
68,1988-03-16T18:48:00.000,1988-03-16T18:54:00.000,1988-03-16T19:33:00.000,8.3e-05,32.0,M8.3,1B,S23E22,4964,,0,-1.0,0,-1.0,No,,,G7,1988-03-16T18:56:00.000,0.0158,0.0152,,22.3,49.6,20.6,49.4,None,,,,,,,,0,,,,8.2e-05
69,1988-03-17T04:04:00.000,1988-03-17T04:17:00.000,1988-03-17T05:03:00.000,8.09e-06,8.0,C7.7,SN,S23E17,4964,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-17T04:32:00.000,0.00892,0.00751,,13.5,48.9,14.0,48.5,None,,,,,,,,0,,,,8.2e-05
70,1988-03-17T04:04:00.000,1988-03-17T04:17:00.000,1988-03-17T04:58:00.000,8.09e-06,32.0,C8.1,SN,S23E17,4964,Yes,0,-1.0,0,-1.0,No,,,G6,1988-03-17T04:32:00.000,0.00892,0.00751,,11.2,49.1,12.3,48.7,None,,,,,,,,0,,,,8.2e-05
73,1988-03-17T17:05:00.000,1988-03-17T17:30:00.000,1988-03-17T18:35:00.000,2.67e-06,0.0,C2.7,SF,S25E13,4964,,0,-1.0,0,-1.0,No,,,G6,1988-03-17T18:14:00.000,0.00861,0.00551,,6.73,49.1,8.08,48.5,None,,,,,,,,0,,,,8.2e-05
74,1988-03-17T20:45:00.000,1988-03-17T21:00:00.000,1988-03-17T21:59:00.000,2.24e-05,0.0,M2.2,1B,S22E07,0,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-17T21:05:00.000,0.0137,0.0119,,14.2,49.3,14.6,48.9,None,,,,,,,,0,,,,3.2000000000000005e-05
75,1988-03-21T00:15:00.000,1988-03-21T00:33:00.000,1988-03-21T01:25:00.000,5.53e-06,0.0,C5.5,SF,S34E83,4974,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-21T00:55:00.000,0.0104,0.00735,,9.62,49.1,11.0,48.5,None,,,,,,,,0,,,,5.5e-06
76,1988-03-23T15:36:00.000,1988-03-23T16:11:00.000,1988-03-23T17:19:00.000,5.78e-06,0.0,C5.8,SN,S25W55,0,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-23T16:36:00.000,0.014,0.00954,,9.32,49.2,10.7,48.6,None,,,,,,,,0,,,,3.6e-06
77,1988-03-24T09:35:00.000,1988-03-24T10:29:00.000,1988-03-24T11:23:00.000,4.34e-05,0.0,M4.3,1B,N17E90,0,Yes,0,-1.0,0,-1.0,No,,,G7,1988-03-24T10:40:00.000,0.0416,0.0395,,15.7,49.7,15.8,49.2,None,,,,,,,,0,,,,3.7999999999999996e-06
78,1988-03-25T05:14:00.000,1988-03-25T05:25:00.000,1988-03-25T06:23:00.000,2.03e-05,0.0,M2.0,1N,N24W90,0,Yes,1,9.0,0,-1.0,No,,,G6,1988-03-25T05:33:00.000,0.0135,0.0126,,15.7,49.3,15.8,49.0,None,,,,,,,,0,,,,4.3e-05
79,1988-03-25T21:38:00.000,1988-03-25T21:53:00.000,1988-03-25T22:34:00.000,4.33e-06,0.0,C4.3,SF,S21E87,4978,Yes,1,12.0,0,-1.0,No,,,G7,1988-03-25T22:18:00.000,0.00767,0.00522,,17.0,48.9,16.7,48.4,ProtonFlare,1988-03-25T22:50:00.000,,,,,,,1,,,,2e-05
80,1988-03-29T00:38:00.000,1988-03-29T01:17:00.000,1988-03-29T03:16:00.000,3.9e-06,0.0,C3.9,2B,N21E29,0,Yes,1,3.0,0,-1.0,No,,,G7,1988-03-29T01:54:00.000,0.012,0.0101,,8.05,49.1,9.48,48.5,None,,,,,,,,0,,,,8.8e-07
82,1988-04-13T19:41:00.000,1988-04-13T20:17:00.000,1988-04-13T21:17:00.000,7.19e-06,0.0,C7.2,SF,S15E17,4989,,0,-1.0,0,-1.0,No,,,G7,1988-04-13T20:26:00.000,0.00941,0.00665,,10.8,49.0,11.9,48.6,None,,,,,,,,0,,,,6.099999999999999e-06
83,1988-04-14T03:27:00.000,1988-04-14T03:33:00.000,1988-04-14T04:14:00.000,6.52e-06,8.0,C6.5,1N,N22E51,4990,,0,-1.0,0,-1.0,No,,,G7,1988-04-14T04:07:00.000,0.0112,0.00746,,11.9,49.1,12.8,48.6,None,,,,,,,,0,,,,7.099999999999999e-06
84,1988-04-14T19:37:00.000,1988-04-14T19:41:00.000,1988-04-14T20:18:00.000,0.000128,32.0,X1.3,2B,N25E37,4990,Yes,0,-1.0,1,27.0,No,,,G7,1988-04-14T19:45:00.000,0.0376,0.0368,,22.0,49.9,20.4,49.6,None,,,,,,,,0,,,,0.00012
85,1988-04-15T19:58:00.000,1988-04-15T20:11:00.000,1988-04-15T20:51:00.000,1.53e-05,0.0,M1.5,2B,S17W08,4989,Yes,1,5.0,1,11.0,No,,,G7,1988-04-15T20:23:00.000,0.015,0.0123,,11.6,49.2,12.6,48.8,None,,,,,,,,0,,,,0.00012
86,1988-04-15T21:10:00.000,1988-04-15T21:21:00.000,1988-04-15T21:52:00.000,2.09e-05,0.0,M2.1,1N,N23E21,4990,Yes,1,14.0,1,50.0,No,,,G7,1988-04-15T21:27:00.000,0.0126,0.0109,,13.6,49.3,14.1,48.9,None,,,,,,,,0,,,,1.5000000000000002e-05
87,1988-04-16T19:37:00.000,1988-04-16T20:09:00.000,1988-04-16T21:01:00.000,9.14e-06,0.0,C9.1,SF,N22E06,4990,,0,-1.0,0,-1.0,No,,,G7,1988-04-16T20:15:00.000,0.0105,0.00763,,11.7,49.1,12.6,48.7,None,,,,,,,,0,,,,2e-05
88,1988-04-17T08:09:00.000,1988-04-17T09:08:00.000,1988-04-17T10:16:00.000,7e-06,0.0,C7.0,SN,N22E43,0,,0,-1.0,0,-1.0,No,,,G7,1988-04-17T09:33:00.000,0.0197,0.0156,,9.38,49.3,10.7,48.7,None,,,,,,,,0,,,,1.2e-05
89,1988-04-17T21:58:00.000,1988-04-17T22:13:00.000,1988-04-17T23:25:00.000,7.94e-06,0.0,C7.9,SN,N22W08,4990,Yes,0,-1.0,0,-1.0,No,,,G7,1988-04-17T22:35:00.000,0.0118,0.0102,,13.1,49.0,13.7,48.5,None,,,,,,,,0,,,,1.2e-05
90,1988-04-18T00:51:00.000,1988-04-18T01:06:00.000,1988-04-18T02:01:00.000,3.11e-05,0.0,M3.1,2N,S34W53,4996,Yes,0,-1.0,0,-1.0,No,,,G7,1988-04-18T01:13:00.000,0.0185,0.0175,,14.4,49.5,14.8,49.1,None,,,,,,,,0,,,,3.1e-05
91,1988-04-18T05:17:00.000,1988-04-18T05:29:00.000,1988-04-18T06:20:00.000,1.76e-05,0.0,M1.8,2F,N20W14,4990,Yes,0,-1.0,0,-1.0,No,,,G7,1988-04-18T05:40:00.000,0.0166,0.013,,15.1,49.2,15.2,48.9,None,,,,,,,,0,,,,3.1e-05
92,1988-04-19T18:45:00.000,1988-04-19T19:11:00.000,1988-04-19T20:32:00.000,8.2e-06,0.0,C8.2,SF,S17W65,4989,,0,-1.0,0,-1.0,No,,,G7,1988-04-19T19:43:00.000,0.0178,0.0139,,11.8,49.1,12.7,48.6,None,,,,,,,,0,,,,5.5e-06
